account_name,taxonomy_account_name,account_code,values
อสังหาริมทรัพย์ตามมูลค่ายุติธรรม,อสังหาริมทรัพย์ตามมูลค่ายุติธรรม,100500,"['49,805,442']"
เงินสดและรายการเทียบเท่าเงินสด,เงินสดและรายการเทียบเท่าเงินสด,100100,"['305,079']"
ลูกหนี้ค่าเช่าและบริการ,ลูกหนี้ค่าเช่าและบริการ,102080,"['146,997']"
ดอกเบี้ยค้างรับ,ดอกเบี้ยค้างรับ,102072,['782']
ลูกหนี้อื่น,ลูกหนี้อื่น,102090,"['1,456']"
สินทรัพย์อื่น,สินทรัพย์อื่น,109990,"['103,533']"
รวมสินทรัพย์,รวมสินทรัพย์,109999,"['50,363,289']"
เงินกู้ยืมระยะสั้น,เงินกู้ยืมระยะสั้น,201700,"['1,378,000']"
ค่าใช้จ่ายค้างจ่าย,ค่าใช้จ่ายค้างจ่าย,202500,"['170,167']"
ดอกเบี้ยค้างจ่าย,ดอกเบี้ยค้างจ่าย,202500,"['109,976']"
ภาษีหักณที่จ่ายค้างจ่าย,ภาษีหักณที่จ่ายค้างจ่าย,204010,"['31,761']"
เงินมัดจำรับค่าเช่าและบริการ,เงินมัดจำรับค่าเช่าและบริการ,202210,"['1,295,706']"
หนี้สินตามสัญญาเช่า,หนี้สินตามสัญญาเช่า,202400,"['169,345']"
หุ้นกู้,หุ้นกู้,201830,"['11,333,665']"
หนี้สินอื่น,หนี้สินอื่น,209900,"['52,920']"
รวมหนี้สิน,รวมหนี้สิน,209999,"['14,541,540']"
ทุนที่ได้รับจากผู้ถือหน่วยทรัสต์,ทุนที่ได้รับจากผู้ถือหน่วยทรัสต์,310200,"['33,196,674']"
กำไรสะสม,กำไรสะสม,310600,"['2,625,075']"
สินทรัพย์สุทธิ,สินทรัพย์สุทธิ,309998,"['35,821,749']"
สินทรัพย์สุทธิต่อหน่วย(บาท),สินทรัพย์สุทธิต่อหน่วย(บาท),330101,['10.9100']
จำนวนหน่วยทรัสต์ที่จำหน่ายแล้วทั้งหมดณวันสิ้นงวด/ปี(พันหน่วย),จำนวนหน่วยทรัสต์ที่จำหน่ายแล้วทั้งหมดณวันสิ้นงวด/ปี(พันหน่วย),330201,"['3,283,387']"
รายได้ค่าเช่าและบริการ,รายได้ค่าเช่าและบริการ,410123,"['977,898']"
รายได้ดอกเบี้ย,รายได้ดอกเบี้ย,410108,['689']
รายได้จากการรับประกันการมีผู้เช่า,รายได้จากการรับประกันการมีผู้เช่า,410124,"['4,625']"
รายได้จากการยึดเงินมัดจำค่าเช่าและบริการ,รายได้จากการยึดเงินมัดจำค่าเช่าและบริการ,410200,['841']
รายได้อื่น,รายได้อื่น,410200,['324']
รวมรายได้,รวมรายได้,419999,"['984,377']"
ต้นทุนการเช่าและบริการ,ต้นทุนการเช่าและบริการ,420700,"['109,693']"
ค่าธรรมเนียมการจัดการกองทรัสต์,ค่าธรรมเนียมการจัดการกองทรัสต์,421300,"['116,353']"
ค่าธรรมเนียมทรัสตี,ค่าธรรมเนียมทรัสตี,421400,"['5,641']"
ค่าธรรมเนียมนายทะเบียน,ค่าธรรมเนียมนายทะเบียน,421600,"['1,770']"
ค่าธรรมเนียมวิชาชีพ,ค่าธรรมเนียมวิชาชีพ,421520,['488']
ค่าใช้จ่ายในการบริหาร,ค่าใช้จ่ายในการบริหาร,422120,"['7,610']"
ต้นทุนทางการเงิน,ต้นทุนทางการเงิน,429900,"['104,482']"
รวมค่าใช้จ่าย,รวมค่าใช้จ่าย,429999,"['346,037']"
ของเงินลงทุนในอสังหาริมทรัพย์,ของเงินลงทุนในอสังหาริมทรัพย์,439702,"['(88,518)']"
การเพิ่มขึ้นในสินทรัพย์สุทธิจากการดำเนินงาน,การเพิ่มขึ้นในสินทรัพย์สุทธิจากการดำเนินงาน,409991,"['549,822']"
รายได้ค่าเช่าและบริการ,รายได้ค่าเช่าและบริการ,410123,"['1,946,156']"
รายได้ดอกเบี้ย,รายได้ดอกเบี้ย,410108,"['1,680']"
รายได้จากการรับประกันการมีผู้เช่า,รายได้จากการรับประกันการมีผู้เช่า,410124,"['8,354']"
รายได้จากการยึดเงินมัดจำค่าเช่าและบริการ,รายได้จากการยึดเงินมัดจำค่าเช่าและบริการ,410200,"['16,713']"
รายได้อื่น,รายได้อื่น,410200,"['1,218']"
รวมรายได้,รวมรายได้,419999,"['1,974,121']"
ต้นทุนการเช่าและบริการ,ต้นทุนการเช่าและบริการ,420700,"['213,691']"
ค่าธรรมเนียมการจัดการกองทรัสต์,ค่าธรรมเนียมการจัดการกองทรัสต์,421300,"['232,797']"
ค่าธรรมเนียมทรัสตี,ค่าธรรมเนียมทรัสตี,421400,"['11,360']"
ค่าธรรมเนียมนายทะเบียน,ค่าธรรมเนียมนายทะเบียน,421600,"['2,759']"
ค่าธรรมเนียมวิชาชีพ,ค่าธรรมเนียมวิชาชีพ,421520,['982']
ค่าใช้จ่ายในการบริหาร,ค่าใช้จ่ายในการบริหาร,422120,"['10,364']"
ต้นทุนทางการเงิน,ต้นทุนทางการเงิน,429900,"['226,983']"
รวมค่าใช้จ่าย,รวมค่าใช้จ่าย,429999,"['698,936']"
ของเงินลงทุนในอสังหาริมทรัพย์,ของเงินลงทุนในอสังหาริมทรัพย์,439702,"['(112,780)']"
การเพิ่มขึ้นในสินทรัพย์สุทธิจากการดำเนินงาน,การเพิ่มขึ้นในสินทรัพย์สุทธิจากการดำเนินงาน,409999,"['1,162,405']"
การเพิ่มขึ้นในสินทรัพย์สุทธิจากการดำเนินงาน,การเพิ่มขึ้นในสินทรัพย์สุทธิจากการดำเนินงาน,560090,"['1,162,405']"
ของเงินลงทุนในอสังหาริมทรัพย์,ของเงินลงทุนในอสังหาริมทรัพย์,561400,"['112,780']"
รับดอกเบี้ย,รับดอกเบี้ย,569500,"['1,891']"
ซื้อเงินลงทุนในอสังหาริมทรัพย์,ซื้อเงินลงทุนในอสังหาริมทรัพย์,560060,"['(45,877)']"
ลูกหนี้ค่าเช่าและบริการลดลง,ลูกหนี้ค่าเช่าและบริการลดลง,565800,"['2,350']"
ลูกหนี้อื่นลดลง,ลูกหนี้อื่นลดลง,565800,"['29,890']"
สินทรัพย์อื่นลดลง,สินทรัพย์อื่นลดลง,566600,"['10,191']"
ค่าใช้จ่ายค้างจ่ายเพิ่มขึ้น(ลดลง),ค่าใช้จ่ายค้างจ่ายเพิ่มขึ้น(ลดลง),568900,"['(4,025)']"
ภาษีหักณที่จ่ายค้างจ่ายเพิ่มขึ้น,ภาษีหักณที่จ่ายค้างจ่ายเพิ่มขึ้น,568800,"['31,123']"
เงินมัดจำค่าเช่าและบริการเพิ่มขึ้น,เงินมัดจำค่าเช่าและบริการเพิ่มขึ้น,568902,"['13,218']"
